facility_id,state_id,lga_id,name,facility_type,address1,address2,phone1,phone2,email,pad_hospital_num,day_dqa,active,processing,national_id,datim_id
1312,6,118,by Kpansia Crest Consultant,Urban,"","","","","",1,12,1,0,,V022gatioVo
1313,6,118,by Kpansia Favour Maternity,Urban,"","","","","",1,12,1,0,,oV1n6w2bPZN
1314,6,118,by Kpansia Health Centre,Urban,"","","","","",1,12,1,0,,LLVLsa8S8dT
1315,6,118,by Kuro Specialist Hospital Yenagoa,Urban,"","","","","",1,12,1,0,,rn3NFXHgjZF
1316,6,118,by MIEYE Clinic Opolo,Urban,"","","","","",1,12,1,0,,XfBHLUUfBe6
1318,6,118,by Onopa Believers Faith Medical Clinic,Urban,"","","","","",1,12,1,0,,sZYDOJTQPtK
1319,6,118,by Polaku Primary Health Centre,Urban,"","","","","",1,12,1,0,,XdC39gMhbhr
1320,6,118,by Ripus Hospital Ltd Otiotio,Urban,"","","","","",1,12,1,0,,EhHtYJ5PSBN
1322,6,118,by Tien-Biseni Cottage Hospital,Rural,"","","","","",1,12,1,0,,lypCnw5RyTQ
1323,6,118,by Trinidex Hospital Ekeki,Urban,"","","","","",1,12,1,0,,MMbOiRz1uNB
1325,6,118,by Yenagoa Hospital and Maternity Kpansia,Urban,"","","","","",1,12,1,0,,CEdbs0bFWsx
1326,6,118,by Yenagoa St. John Clinic,Urban,"","","","","",1,12,1,0,,rCGI9Ivv8lT
1327,6,118,by Yenegwe Primary Health Centre,Rural,"","","","","",1,12,1,0,,jphV2Q1cbrV
1328,6,118,by Yenezue Gene Everly Medical Centre,Urban,"","","","","",1,12,1,0,,Dqrz9DIw4GA
1205,8,144,bo Banki Comprehensive Health Centre,"","","","","","",1,12,1,0,,MshKX70jocU
1209,8,147,bo Chibok General Hospital,"","","","","","",1,12,1,0,,bOBbp5vFaN6
1211,8,147,bo Gudumbali General Hospital,"","","","","","",1,12,1,0,,u6vZkNXGKop
1213,8,158,bo Kirawa General Hospital,"","","","","","",1,12,1,0,,vdzc7o2ok3I
1220,8,166,bo Ngoshe General Hospital,"","","","","","",1,12,1,0,,rRKfLEBY3rQ
1203,8,153,bo Azare General Hospital,"","","","","","",1,12,1,0,,QJUFHpmYYnn
1218,8,153,bo Marama General Hospital,"","","","","","",1,12,1,0,,MBVSh0ZtmLM
1206,8,144,bo Benisheik General Hospital,"","","","","","",1,12,1,0,,Y4T3G29dJYm
1215,8,160,bo Mafa General Hospital,"","","","","","",1,12,1,0,,SX3XreK2EVa
1210,8,147,bo Damasak General Hospital,"","","","","","",1,12,1,0,,kY0rUQ0LyRq
1221,8,168,bo Shani General Hospital,"","","","","","",1,12,1,0,,ViSjpjFExOA
1329,9,169,cr Abeugo Health Centre,Rural,"","","","","",1,12,1,0,,fK37Ob75YbV
1330,9,169,cr Adadama Primary Health Centre,Rural,"","","","","",1,12,1,0,,Il8pkIJ50xU
1331,9,169,cr Afafanyi Primary Health Centre,Rural,"","","","","",1,12,1,0,,mKV4Hl8ADHE
1332,9,169,cr Agbara Primary Health Centre,Rural,"","","","","",1,12,1,0,,pRmxc7aqHdd
1335,9,169,cr Bazohure Health Post,Rural,"","","","","",1,12,1,0,,sLp6x7y8E66
1337,9,169,cr Ediba Comprehensive Health Centre,Rural,"","","","","",1,12,1,0,,V9PzKcl6jFR
1338,9,169,cr Ediba Primary Health Centre,Rural,"","","","","",1,12,1,0,,OA9DbtmMmYV
1339,9,169,cr Egboronyi Health Centre,Rural,"","","","","",1,12,1,0,,KrSgFcBZ85K
1341,9,169,cr Ekureku Health Post,Rural,"","","","","",1,12,1,0,,PzbsQkUqQaN
1343,9,169,cr Igonigoni Health Centre,Rural,"","","","","",1,12,1,0,,JAijlGejnUL
1344,9,169,cr Ikpalegwa Primary Health Centre,Rural,"","","","","",1,12,1,0,,zCo5zadlC05
1345,9,169,cr Itigidi Health Centre,Rural,"","","","","",1,12,1,0,,PuBWccpTyBX
1346,9,169,cr Lehangha Health Centre,Rural,"","","","","",1,12,1,0,,srzpYwwEtRf
1347,9,169,cr Ngarabe Health Centre,Rural,"","","","","",1,12,1,0,,Y6zTYSnZdn1
1348,9,169,cr Usumutong Primary Health Centre,Rural,"","","","","",1,12,1,0,,pvjg2LJJWof
1350,9,170,cr Awi Health Centre,Rural,"","","","","",1,12,1,0,,YLHzeayspar
1351,9,170,cr Ayaeba Health Centre,Rural,"","","","","",1,12,1,0,,tFRYHYWUG4e
1352,9,170,cr Ekong Anaku Health Centre,Rural,"","","","","",1,12,1,0,,FLnlHnvtKhZ
1354,9,170,cr Iwuru Central Health Centre,Rural,"","","","","",1,12,1,0,,ATkFGAnWocp
1355,9,170,cr Mbarakom Primary Health Centre,Rural,"","","","","",1,12,1,0,,y25YbcC2vQp
1358,9,170,cr Nyaje Primary Health Centre,Rural,"","","","","",1,12,1,0,,hlwshrCd3vD
1360,9,170,cr Ojor Health Centre,Rural,"","","","","",1,12,1,0,,tZssoqrzl8k
1361,9,170,cr Old Netim Primary Health Centre,Rural,"","","","","",1,12,1,0,,G1jxTGZs24i
1362,9,170,cr Osomba Primary Health Centre,Rural,"","","","","",1,12,1,0,,NeFNCos47j3
1363,9,170,cr Usy Medical Centre,Rural,"","","","","",1,12,1,0,,JSNkxKRmoxk
1364,9,170,cr Uyanga Primary Health Centre,Rural,"","","","","",1,12,1,0,,Y9V8jQmpuTn
1365,9,171,cr Akansoko Health Centre,Rural,"","","","","",1,12,1,0,,KuU5hbL6RVL
1366,9,171,cr Akpab Etim Health Centre,Rural,"","","","","",1,12,1,0,,OGWWr3cALkx
1368,9,171,cr Asabanka Health Centre,Rural,"","","","","",1,12,1,0,,ia4uRHkoC2W
1369,9,171,cr Atim Asam Health Centre,Rural,"","","","","",1,12,1,0,,EQihiW7Dqu0
1370,9,171,cr Esuk Idebe Health Post,Rural,"","","","","",1,12,1,0,,j9MIWsqWX7r
1371,9,171,cr Esuk Mbat Health Post,Rural,"","","","","",1,12,1,0,,IJZlazDwt9n
1372,9,171,cr Eto Mkpe Health Post,Rural,"","","","","",1,12,1,0,,q2cLqvOueLg
1373,9,171,cr Idundu Primary Health Centre,Rural,"","","","","",1,12,1,0,,Dtu3Ik3Kj68
1374,9,171,cr Ifondo Health Post,Rural,"","","","","",1,12,1,0,,AtI1AgrV3I6
1375,9,171,cr Ikong Health Post,Rural,"","","","","",1,12,1,0,,Sj3z8SbNqTH
1377,9,171,cr Ikot Efanga Primary Health Centre,Rural,"","","","","",1,12,1,0,,cqrUj58yVMe
1378,9,171,cr Ikot Ekpo Health Centre,Rural,"","","","","",1,12,1,0,,XN3pJyM2t8n
1379,9,171,cr Ikot Ene Umo Health Post,Rural,"","","","","",1,12,1,0,,wAVI9Uiacgj
1380,9,171,cr Ikot Nakanda Primary Health Centre,Rural,"","","","","",1,12,1,0,,LLNMGn47OE9
1381,9,171,cr Ikot Offiong Ambai Health Centre,Rural,"","","","","",1,12,1,0,,xMJzm5Df4Mo
1382,9,171,cr Ikot Okpo Ene Health Post,Rural,"","","","","",1,12,1,0,,LD7JpMwSaxR
1383,9,171,cr Ikot Otu Abasi Health Centre,Rural,"","","","","",1,12,1,0,,FkwPACGYgfY
1384,9,171,cr Ikot Uba Clinic,Rural,"","","","","",1,12,1,0,,JbMAJDxHWZG
1385,9,171,cr Nkakat Eyamba Health Centre,Rural,"","","","","",1,12,1,0,,fC3a3zOX6eE
1386,9,171,cr Usung Ibawa Ifiang Health Post,Rural,"","","","","",1,12,1,0,,gIZOdiLxaYW
1387,9,172,cr Akpab Okon Eneita Health Post,Rural,"","","","","",1,12,1,0,,Kn3Nfb8mT7H
1388,9,172,cr Akwa-Ibutong Health Post,Rural,"","","","","",1,12,1,0,,bQPsuEpMZ5H
1389,9,172,cr Edik Idim Health Post,Rural,"","","","","",1,12,1,0,,YYHNU7Ac5JA
1390,9,172,cr Edik Oron Idem Health Post,Rural,"","","","","",1,12,1,0,,NqaKM57Dwae
1391,9,172,cr Effut Esighi Health Centre,Rural,"","","","","",1,12,1,0,,tRDJ0bReBxn
1392,9,172,cr Ekpri Ikang Primary Health Centre,Rural,"","","","","",1,12,1,0,,fXsk8eFjihV
1394,9,172,cr Esighi Primary Health Centre,Rural,"","","","","",1,12,1,0,,zCYggDJLwWG
1395,9,172,cr First Contact Clinic and Maternity,Rural,"","","","","",1,12,1,0,,sJkVPETw8jx
1396,9,172,cr Health Centre Ekpri Obio Abakpa,Rural,"","","","","",1,12,1,0,,K1i5fLdFbic
1397,9,172,cr Health Post Nsidung,Rural,"","","","","",1,12,1,0,,vUS2L5UBGtn
1398,9,172,cr Ifiang Ayong Health Centre,Rural,"","","","","",1,12,1,0,,XoTB06yf06Z
1399,9,172,cr Ifiang Nsung Primary Health Centre,Rural,"","","","","",1,12,1,0,,kb1kMYjEy5o
1401,9,172,cr Ikot Ebiok Ikang Health Post,Rural,"","","","","",1,12,1,0,,aZn6OJiJNmy
1402,9,172,cr Ikot Iwang Health Centre,Rural,"","","","","",1,12,1,0,,ZC1P7ozlLN7
1403,9,172,cr Ine Abasi Health Post,Rural,"","","","","",1,12,1,0,,AbLeRIXXgpp
1404,9,173,cr Abouchiche Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,wAJ9UBC3kZD
1405,9,173,cr Abuagbo Health Post,Rural,"","","","","",1,12,1,0,,KyQIA8v63w0
2930,9,170,CH Oban,Public,"","","","","",1,14,1,0,,
1406,9,173,cr Abuagor-Iye Health Post,Rural,"","","","","",1,12,1,0,,shNULxpDYVG
1407,9,173,cr Abube Health Post,Rural,"","","","","",1,12,1,0,,X301uZ9RSI2
1408,9,173,cr Abukpem Health Centre,Rural,"","","","","",1,12,1,0,,sKLF93J4N6n
1409,9,173,cr Abuochiche In-land Health Post,Rural,"","","","","",1,12,1,0,,LRvgUjq5s15
1410,9,173,cr Achibang Health Post,Rural,"","","","","",1,12,1,0,,jbkSsVs1Y4y
1411,9,173,cr Afrike Ochagbe Primary Health Centre,Rural,"","","","","",1,12,1,0,,JLY5DnzdcsJ
1412,9,173,cr Agim Health Post,Rural,"","","","","",1,12,1,0,,oj0ShDdCjzF
1413,9,173,cr Akpakpa Health Post,Rural,"","","","","",1,12,1,0,,EhHFYv21XVu
1415,9,173,cr Anyikang-Iye Health Post,Rural,"","","","","",1,12,1,0,,nWocmfYtnRQ
1414,9,173,cr Anyikang Primary Health Centre,Rural,"","","","","",1,12,1,0,,mVDogU2vwY4
1416,9,173,cr Atiambi Health Centre,Rural,"","","","","",1,12,1,0,,AjaFP7p9GFz
1417,9,173,cr Atibulom Health Post,Rural,"","","","","",1,12,1,0,,TS8AMBxu1mI
1418,9,173,cr Beten Health Post,Rural,"","","","","",1,12,1,0,,hs6butUUmmn
1419,9,173,cr Bewo Health Post,Rural,"","","","","",1,12,1,0,,Wbv2x0ABhBJ
1420,9,173,cr Ebegang Health Post,Rural,"","","","","",1,12,1,0,,kGcMP9IZvay
1421,9,173,cr Gakem Primary Health Centre,Rural,"","","","","",1,12,1,0,,K1jOePrNne3
1422,9,173,cr Ibiaragidi Health Post,Rural,"","","","","",1,12,1,0,,fEsg9gfUmFz
1423,9,173,cr Ichogopo Health Post,Rural,"","","","","",1,12,1,0,,htxpIC3rKwj
1424,9,173,cr Idegwe Primary Health Centre,Rural,"","","","","",1,12,1,0,,cm0jlSYnnK6
1425,9,173,cr Ijibor Inland Health Post,Rural,"","","","","",1,12,1,0,,Cieji9oQNpg
1426,9,173,cr Ijibor Road side Health Centre,Rural,"","","","","",1,12,1,0,,XBguQiVwHzY
1427,9,173,cr Ikparikobo Health Post,Rural,"","","","","",1,12,1,0,,puIXHbF1WR8
1428,9,173,cr Ishane Aka Health Post,Rural,"","","","","",1,12,1,0,,cq2ULGPfdNt
1429,9,173,cr Kaduna Health Post,Rural,"","","","","",1,12,1,0,,qQoTEK1HWxE
1430,9,173,cr Nyanya 1 Primary Health Centre,Rural,"","","","","",1,12,1,0,,prqCTJVzOyj
1431,9,173,cr Nyanya New Junction Health Post,Rural,"","","","","",1,12,1,0,,Dl7aqKUZyA3
1432,9,173,cr Okpeche Health Post,Rural,"","","","","",1,12,1,0,,AwHASrixxzL
1433,9,173,cr Patience Clinic,Rural,"","","","","",1,12,1,0,,iLCJKSmN9GE
1434,9,173,cr Roman Catholic Mission Maternity Annex Abuochiche,Rural,"","","","","",1,12,1,0,,GKKTw4e8eRw
1435,9,173,cr Ubepa Health Post,Rural,"","","","","",1,12,1,0,,NQ5VRrghtmS
1436,9,173,cr Ububa Health post,Rural,"","","","","",1,12,1,0,,yT04fTa18yQ
1437,9,173,cr Ububanye Health Post,Rural,"","","","","",1,12,1,0,,tAGw3Bre48w
1438,9,173,cr Ugboro Health Post,Rural,"","","","","",1,12,1,0,,yyXeADZTW6R
1439,9,173,cr Ukpah Primary Health Centre,Rural,"","","","","",1,12,1,0,,lHoFVgWgIT7
1440,9,173,cr Ukparibu Health Post,Rural,"","","","","",1,12,1,0,,wR1YiIVud7y
1441,9,173,cr Utukpu Health Post,Rural,"","","","","",1,12,1,0,,Rs425GBEvFg
1442,9,173,cr Utukwe Primary Health Centre,Rural,"","","","","",1,12,1,0,,KNVdmHyCOHr
1443,9,173,cr Uwapu Health Post,Rural,"","","","","",1,12,1,0,,fCHXdASAt0Z
1444,9,174,cr Abanwan Poly Clinic,Rural,"","","","","",1,12,1,0,,zE3IbCc2XFo
1445,9,174,cr Abapia Health Post,Rural,"","","","","",1,12,1,0,,d2hxahcrI3z
1446,9,174,cr Abini Primary Health Center,Rural,"","","","","",1,12,1,0,,Smjt5VTaLyU
1447,9,174,cr Abredang Health Post,Rural,"","","","","",1,12,1,0,,bB7tnjpKo3Q
1448,9,174,cr Abrijang Health Post,Rural,"","","","","",1,12,1,0,,ajqhZCvhX6P
1449,9,174,cr Adim Primary Health Centre (Biase),Rural,"","","","","",1,12,1,0,,BVI3wxeb4QP
1450,9,174,cr Agwagune Health Centre,Rural,"","","","","",1,12,1,0,,SOyys6G7nNy
1451,9,174,cr Akparavum Health Centre,Rural,"","","","","",1,12,1,0,,WaCg4U0NzQX
1453,9,174,cr Akpet Central Health Post,Rural,"","","","","",1,12,1,0,,f5FMzoKrbhQ
1454,9,174,cr Akpet Primary Health Centre,Rural,"","","","","",1,12,1,0,,XxLOERIFwo3
1456,9,174,cr Betem Health Centre,Rural,"","","","","",1,12,1,0,,Wp1Vm4ZuaCD
1457,9,174,cr Biakpan Primary Health Centre,Rural,"","","","","",1,12,1,0,,rKDLngziXRq
1458,9,174,cr Edu Health Post,Rural,"","","","","",1,12,1,0,,gZTtKDotaI5
1459,9,174,cr Egbor Health Post,Rural,"","","","","",1,12,1,0,,Eodo9fNNPDD
1460,9,174,cr Ehom Health Centre,Rural,"","","","","",1,12,1,0,,ZNu2AvAKtth
1461,9,174,cr Ehom Village Health Centre,Rural,"","","","","",1,12,1,0,,OYDDHqzmrVO
1462,9,174,cr Ekpiriko Health Post,Rural,"","","","","",1,12,1,0,,XLrqsRSW4Kk
1464,9,174,cr Etana Health Post,Rural,"","","","","",1,12,1,0,,elYQAdX0bt9
1465,9,174,cr Etono Central Primary Health Centre,Rural,"","","","","",1,12,1,0,,UsreKURmz5i
1466,9,174,cr Etono Health Centre,Rural,"","","","","",1,12,1,0,,v2cFc34TNID
1467,9,174,cr Ibogo Health Centre,Rural,"","","","","",1,12,1,0,,UHIIaghBEKX
1468,9,174,cr Idoma Health Post,Rural,"","","","","",1,12,1,0,,FAimHZwJIUB
1469,9,174,cr Ijiman Health Post (Biase),Rural,"","","","","",1,12,1,0,,i9J830TEgTM
1470,9,174,cr Ijom Health Centre,Rural,"","","","","",1,12,1,0,,aIvVa55iXpS
1471,9,174,cr Ikot Okpora Primary Health Centre,Rural,"","","","","",1,12,1,0,,wqUcYT48hpp
1472,9,174,cr Ikun Primary Health Centre,Rural,"","","","","",1,12,1,0,,bbQ9tH4OWEj
1473,9,174,cr Imieyo Primary Health Centre,Rural,"","","","","",1,12,1,0,,xTfFlMzkHab
1474,9,174,cr Ipene Health Centre,Rural,"","","","","",1,12,1,0,,HL5NhoY7CoS
1475,9,174,cr Itu-Agwagune Health Post,Rural,"","","","","",1,12,1,0,,K2LhhF353vB
1476,9,174,cr Iwuru Health Centre,Rural,"","","","","",1,12,1,0,,ydRlIAhctPJ
1477,9,174,cr Obum Health Post,Rural,"","","","","",1,12,1,0,,FXIulxUYYjB
1478,9,174,cr Okureke Health Centre,Rural,"","","","","",1,12,1,0,,ewe1JQWVkOi
1479,9,174,cr Orida Health Post,Rural,"","","","","",1,12,1,0,,vUGaahFVmSo
1480,9,174,cr Ugbem Health Centre,Rural,"","","","","",1,12,1,0,,V3c2OfcQbgt
1481,9,174,cr Ukwopeyere Health Post,Rural,"","","","","",1,12,1,0,,lKU0TjMqajV
1482,9,174,cr Umai Health Post,Rural,"","","","","",1,12,1,0,,dO7YgAEezYh
1483,9,174,cr Umon Island Primary Health Centre,Rural,"","","","","",1,12,1,0,,wFg3ZbCJWBb
1485,9,174,cr Urugbam Primary Health Centre,Rural,"","","","","",1,12,1,0,,qCSk7KyqhAr
1486,9,175,cr Abija Health Centre,Rural,"","","","","",1,12,1,0,,ntUDcP0Xvzg
1487,9,175,cr Abo-Ebam Primary Health Centre,Rural,"","","","","",1,12,1,0,,ZI8qsckogfN
1488,9,175,cr Abo-Ogbagante Health Centre,Rural,"","","","","",1,12,1,0,,ZR94IWzOrh8
1489,9,175,cr Agba 1 Health Centre,Rural,"","","","","",1,12,1,0,,CEHvL4LMOC8
1490,9,175,cr Bansan Health Centre,Rural,"","","","","",1,12,1,0,,wo42nCOFrKR
1491,9,175,cr Bashua Health Centre,Rural,"","","","","",1,12,1,0,,c20JtwCo9Bb
1492,9,175,cr Bateriko Comprehensive Health Centre,Rural,"","","","","",1,12,1,0,,eWycGlvKsoF
1493,9,175,cr Biajua Health Centre,Rural,"","","","","",1,12,1,0,,XkfrXUwicsQ
1494,9,175,cr Bokalum Health Centre,Rural,"","","","","",1,12,1,0,,jLWdZeoO63L
1495,9,175,cr Butatong Health Centre,Rural,"","","","","",1,12,1,0,,YMkUDLUqF0L
1496,9,175,cr Ebam Health Centre,Rural,"","","","","",1,12,1,0,,fMXx9PHJbLw
1497,9,175,cr Enyi Boje Maternal and Child Health,Rural,"","","","","",1,12,1,0,,yRsnTaPL4hM
1498,9,175,cr Iso Bendeghe Banso Primary Health Centre,Rural,"","","","","",1,12,1,0,,akdz50KPZL8
1499,9,175,cr Kachie Health Centre,Rural,"","","","","",1,12,1,0,,PfC9gf7XvWI
1500,9,175,cr Kakwagom Primary Health Centre,Rural,"","","","","",1,12,1,0,,QsBGi1IjB3M
1501,9,175,cr Kakwe-Beebo Health Centre,Rural,"","","","","",1,12,1,0,,faie9UBTaoM
1502,9,175,cr Obubra Bansan Health Post,Rural,"","","","","",1,12,1,0,,stkNcJAsnTv
1503,9,175,cr Okubuanankong Health Post,Rural,"","","","","",1,12,1,0,,mGjqBOotQ6n
1505,9,175,cr Olum Government Health Post,Rural,"","","","","",1,12,1,0,,q9S7dqGO400
1506,9,175,cr Orimekpan Primary Health Center,Rural,"","","","","",1,12,1,0,,jE5knyZ4LaY
1507,9,175,cr Orunghe Bawop Health Centre,Rural,"","","","","",1,12,1,0,,le7yFznIBRd
1508,9,175,cr Owambe Health Post,Rural,"","","","","",1,12,1,0,,dekpgVCevhp
1509,9,175,cr Panyia Health Centre,Rural,"","","","","",1,12,1,0,,C8EADVaFDsF
1510,9,175,cr Wula Primary Health Centre,Rural,"","","","","",1,12,1,0,,APBcQNyQjDk
1511,9,176,cr Akim Health Post,Urban,"","","","","",1,12,1,0,,Fl6oi6Iv3by
1512,9,176,cr Amodajacris Primary Health Centre,Urban,"","","","","",1,12,1,0,,gm3guNwhNYj
1515,9,176,cr Big Qua Health Centre,Urban,"","","","","",1,12,1,0,,mdOOlmzEzAv
1521,9,176,cr Ediba Primary Health Centre (Calabar),Urban,"","","","","",1,12,1,0,,PDzXOAlTlZD
1525,9,176,cr HU PACE Cross River State Community Pharmacist,Urban,"","","","","",1,12,1,0,,PmY50mheZE0
1526,9,176,cr Ikot Ansa Primary Health Centre,Urban,"","","","","",1,12,1,0,,OCBFQwLR62u
1527,9,176,cr Ikot Effanga Mkpa Health Centre,Urban,"","","","","",1,12,1,0,,zaj9WMkNej6
1551,9,177,cr Madonna Specialist Clinic,Urban,"","","","","",1,12,1,0,,yb11uihblsC
1557,9,178,cr Abia Primary Health Centre,Rural,"","","","","",1,12,1,0,,TQNqxl0aAYX
1558,9,178,cr Abijang Primary Health Centre,Rural,"","","","","",1,12,1,0,,s9sRPKFbaMb
1559,9,178,cr Bendeghe Ekiem Primary Health Centre,Rural,"","","","","",1,12,1,0,,A58cwIRkIDm
1560,9,178,cr Effraya Primary Health Centre,Rural,"","","","","",1,12,1,0,,UEWpxPxoYhQ
1561,9,178,cr Ete-Eyang Primary Health Centre,Rural,"","","","","",1,12,1,0,,OloPDAFqvN9
1562,9,178,cr Etomi Primary Health Center,Rural,"","","","","",1,12,1,0,,HnQl8Q41rGr
1563,9,178,cr Itaka Primary Health Centre,Rural,"","","","","",1,12,1,0,,DYK7ABuPHSl
1564,9,178,cr Mkpot Primary Health Centre,Rural,"","","","","",1,12,1,0,,Tp22FGLlMss
1565,9,178,cr Nsofang Primary Health Centre,Rural,"","","","","",1,12,1,0,,MDaQ8vYkpqX
1566,9,179,cr Abankang Health Post,Rural,"","","","","",1,12,1,0,,VvJZIrFNpz4
1568,9,179,cr Agbaragba Primary Health Centre,Rural,"","","","","",1,12,1,0,,tuO58kaADUQ
1569,9,179,cr Akam Health Post,Rural,"","","","","",1,12,1,0,,drdld4r2l79
1570,9,179,cr Akparabong Farm Health Post,Rural,"","","","","",1,12,1,0,,o5CCxurkiqI
1571,9,179,cr Akparabong Primary Health Centre,Rural,"","","","","",1,12,1,0,,Yn6ptwnnYEM
1572,9,179,cr Alesi Health Post,Rural,"","","","","",1,12,1,0,,c2dnzYkTyvL
1573,9,179,cr Asibang Health Post,Rural,"","","","","",1,12,1,0,,l4TrqWhOWY4
1574,9,179,cr Assenasen Health Post,Rural,"","","","","",1,12,1,0,,EOPnuv6PlBC
1576,9,179,cr Bakor Hospital,Urban,"","","","","",1,12,1,0,,YjGK8TKcEIJ
1577,9,179,cr Balelopu Health Centre,Rural,"","","","","",1,12,1,0,,qAbd8BD0LNA
1578,9,179,cr Benson Clinic,Urban,"","","","","",1,12,1,0,,INeqzpzzpLP
1579,9,179,cr Bornima Health Post,Rural,"","","","","",1,12,1,0,,zVNeLXZ8vEH
1580,9,179,cr Christline Medical Infirmary,Urban,"","","","","",1,12,1,0,,VmIl8Qf92zU
1582,9,179,cr Edor Primary Health Centre,Rural,"","","","","",1,12,1,0,,ZHhtPlgyEhI
1583,9,179,cr Ekonde Health Post,Rural,"","","","","",1,12,1,0,,LKZSV4tG7Ym
1584,9,179,cr Ekpokpa Primary Health Centre,Rural,"","","","","",1,12,1,0,,ytToOT3Qnkg
1585,9,179,cr Ekukunela 2 Health Post,Rural,"","","","","",1,12,1,0,,KmwJcf14FMX
1586,9,179,cr Ekukunela Health Post,Rural,"","","","","",1,12,1,0,,eZKyRaQSjHI
1587,9,179,cr Emanghebe Primary Health Centre,Rural,"","","","","",1,12,1,0,,eXabnCWvD5f
1588,9,179,cr Etikpe Health Post,Rural,"","","","","",1,12,1,0,,SaqSd5lYAtg
1590,9,179,cr Ikom Urban Comprehensive Health Centre,Rural,"","","","","",1,12,1,0,,JPkPhbv0ZTS
1591,9,179,cr Kasuki Clinic,Rural,"","","","","",1,12,1,0,,iV7IBkTBaJf
1592,9,179,cr Mbak Health Post,Rural,"","","","","",1,12,1,0,,mbWAMvXSF2z
1593,9,179,cr Mbamba Health Post,Rural,"","","","","",1,12,1,0,,XLiz5lTOyZ7
1595,9,179,cr Mgbaka Primary Health Centre,Rural,"","","","","",1,12,1,0,,gBn2XCj8YAi
1596,9,179,cr Mkpura Primary Health Centre,Rural,"","","","","",1,12,1,0,,jm74LWxMOT1
1597,9,179,cr Nde Primary Health Centre,Rural,"","","","","",1,12,1,0,,TdxDu0l0lKu
1598,9,179,cr Njemetop Health Post,Rural,"","","","","",1,12,1,0,,hoVnMl5ECZJ
1599,9,179,cr Nkarasi Primary Health Centre,Rural,"","","","","",1,12,1,0,,EOQCoCkHLJk
1600,9,179,cr Nkum Health Post,Rural,"","","","","",1,12,1,0,,eVEd2WVqIQD
1601,9,179,cr Nnaborokpa Health Post,Rural,"","","","","",1,12,1,0,,xjaoWlrilhE
1602,9,179,cr Odor NTA Health Post,Rural,"","","","","",1,12,1,0,,m3NWpei64ih
1603,9,179,cr Ofun-Nta Primary Health Centre,Rural,"","","","","",1,12,1,0,,YQmOZNc18bV
1604,9,179,cr Okondi Health Post,Rural,"","","","","",1,12,1,0,,mzTvqL5p8XN
1606,9,179,cr Ominidom Health Post,Rural,"","","","","",1,12,1,0,,I8xuqS3ScUo
1607,9,179,cr Opu Health Post,Rural,"","","","","",1,12,1,0,,EAHDEna83Ro
1608,9,179,cr Osibi-Osikpe Health Post,Rural,"","","","","",1,12,1,0,,q2hPMxwZtIg
1609,9,179,cr Otere Health Post,Rural,"","","","","",1,12,1,0,,f6NvUAKr5T0
1610,9,179,cr Owom Health Post,Rural,"","","","","",1,12,1,0,,AX4OtU07Luz
1612,9,180,cr Ablesang Health Post,Rural,"","","","","",1,12,1,0,,cR44H8sMY9z
1613,9,180,cr Akorshiowel Health Post,Rural,"","","","","",1,12,1,0,,SJ5TYeEh4gW
1614,9,180,cr Bayaga Health Centre,Rural,"","","","","",1,12,1,0,,eTM31xEDtvh
1615,9,180,cr Bayama Health Centre,Rural,"","","","","",1,12,1,0,,IWp00FbWEII
1616,9,180,cr Bayanu Health Post,Rural,"","","","","",1,12,1,0,,EGeKjMWGts9
1617,9,180,cr Bayatuo Health Centre,Rural,"","","","","",1,12,1,0,,vIfk2MnhgwB
1618,9,180,cr Bayayam Health Centre,Rural,"","","","","",1,12,1,0,,wb5tOWTZilN
1619,9,180,cr Bebuankayang Health Post,Rural,"","","","","",1,12,1,0,,W7GlCdiuGd8
1620,9,180,cr Beegbong Bebi Health Centre,Rural,"","","","","",1,12,1,0,,i1WBesiAtbR
1621,9,180,cr Begiatsu Health Centre,Rural,"","","","","",1,12,1,0,,jCnfiLW9Wv5
1622,9,180,cr Begiatte Health Post,Rural,"","","","","",1,12,1,0,,JhPpdeLcyRo
1623,9,180,cr Behinge Health Post,Rural,"","","","","",1,12,1,0,,vnNpKfaOALA
1624,9,180,cr Busi 1 Health Post,Rural,"","","","","",1,12,1,0,,HVG5kCy33tQ
1625,9,180,cr Busi 3 Primary Health Centre,Rural,"","","","","",1,12,1,0,,S3XEAQ1757l
1626,9,180,cr Busi 6 Health Post,Rural,"","","","","",1,12,1,0,,rgx3xkVcvAO
1627,9,180,cr Kabun Health Post,Rural,"","","","","",1,12,1,0,,MLv3agGl3CZ
1628,9,180,cr Kakwalaka Health Centre,Rural,"","","","","",1,12,1,0,,TG7TAck0Jwu
1629,9,180,cr Kakwe Health Post,Rural,"","","","","",1,12,1,0,,k8fBpd45fWa
1630,9,180,cr Kukare Health Post,Rural,"","","","","",1,12,1,0,,kKhffPsaEHG
1631,9,180,cr Kundeve Health Post,Rural,"","","","","",1,12,1,0,,xBlu9MX4eKS
1632,9,180,cr Lislukwel Health Post,Rural,"","","","","",1,12,1,0,,L1EO6tZAHmU
1633,9,180,cr Omale Health Post,Rural,"","","","","",1,12,1,0,,b1ERdz2Dk0c
1634,9,180,cr Ranch Medical Centre,Rural,"","","","","",1,12,1,0,,OxvTa59qMVp
